time,no,review,score,read_volume
2022/6/22,213,"['嗷嗷待哺', '的', '散户', '[', '大笑', ']']",0,156
2022/6/22,214,"['等到', '花儿', '都', '榭', '了']",0,307
2022/6/22,215,"['$', '粤', '传媒', '(', 'SZ002181', ')', '$', '无量', '阴跌', '，', '还有', '一', '深跌']",5,336
2022/6/22,216,"['$', '粤', '传媒', '(', 'SZ002181', ')', '$', '请问', '第二', '浪', '何时', '开启', '奔霸儿', '奔']",1,395
2022/6/22,217,"['岁', '在', '甲子']",0,150
2022/6/22,218,"['出货', '不要跟', '，', '有', '的', '跌', '呢']",-2,175
2022/6/22,219,"['要', '跌', '就', '跌', '，', '天天', '墨迹']",-3,143
2022/6/22,220,"['$', '粤', '传媒', '(', 'SZ002181', ')', '$', '包钢', '金山', '这', '两天', '全部', '涨停', '而', '我', '卖', '了', '他']",1,156
2022/6/22,221,"['这个', '庄是', '出货', '呢', '还是', '吸筹', '呢', '搞不清', '狗庄']",0,400
2022/6/22,222,"['看起来', '在', '下跌', '，', '其实', '一直', '没破', '以后', '底', '，', '大胆', '加仓', '，', '三角形']",-4,339
2022/6/22,223,"['一个', '3.5', '元', '的', '票', '，', '大家', '别抱', '太大', '希望']",0,353
2022/6/22,224,"['跌破', '50', '亿', '，', '进底', '仓', '[', '捂脸', ']']",-1,453
2022/6/22,225,"['看多', '的', '人', '诱惑', '散户', '入场']",-2,157
