time,no,review,score,read_volume
2022/6/9,85,"['美股', '大跌', '，', '明天', '开盘', '要', '撤', '吗', '？', '[', '哭', ']', '[', '哭', ']', '[', '哭', ']', '[', '好', '困惑', ']', '[', '好']",-1,478
2022/6/9,86,"['今天', '150', '多', '买', '的', '，', '救命', '呀', '。']",0,542
2022/6/9,87,"['这么', '难', '起来']",7,516
2022/6/9,88,"['星宇', '股份', '06', '月', '08', '日获', '沪', '股通', '增持', '21.06', '万股']",1,333
2022/6/9,89,"['星宇', '股份', '：', '融资', '净', '买入', '173.04', '万元', '，', '融资', '余额', '5239.88', '万']",0,354
2022/6/8,90,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '宁德', '时代', '才', '好', '，', '大家', '快去', '！']",0,500
2022/6/8,91,"['星宇', '股份', '6', '月', '8', '日', '快速', '反弹']",6,298
2022/6/8,92,"['星宇', '股份', '：', '融资', '净', '买入', '220.82', '万元', '，', '融资', '余额', '5066.84', '万']",0,332
2022/6/7,93,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '回补', '下方', '缺口']",0,525
2022/6/7,94,"['求', '大佬', '尾盘', '现身']",1,502
2022/6/7,95,"['星宇', '股份', '6', '月', '7', '日', '盘中', '跌幅', '达', '5%']",-1,252
2022/6/7,96,"['星宇', '股份', '06', '月', '06', '日获', '沪', '股通', '增持', '2.47', '万股']",1,316
2022/6/7,97,"['星宇', '股份', '：', '融资', '净', '偿还', '270.97', '万元', '，', '融资', '余额', '4846.02', '万']",-1,342
2022/6/6,98,"['黄金', '坑双', '锤打', '庄', '突破', '？', '银座', '股份', '遭游质', '抢筹', '天天', '堆', '巨量', '，']",12,431
2022/6/6,99,['转发'],0,853
2022/6/6,100,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '感觉', '有点', '走不动', '了', '呀', '。']",0,407
2022/6/6,101,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '知行', '不', '合一']",0,523
2022/6/6,102,"['星宇', '股份', '6', '月', '6', '日', '盘中', '涨幅', '达', '5%']",1,252
2022/6/5,103,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '请', '各位', '帮忙', '看下', '300329', '和', '300154', '这']",1,566
2022/6/5,104,"['星宇', '股份', '本周', '融资', '净', '买入', '795.29', '万元', '，', '居', '汽车', '零部件', '板块']",0,592
2022/6/5,105,"['星宇', '股份', '本周', '沪', '股通', '持股', '市值', '增加', '5179.38', '万元', '，', '居', '汽车']",1,593
2022/6/5,106,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '星宇', '股份', '的', '应对', '方案', '原来', '也', '说', '过', '16']",5,984
2022/6/3,107,"['星宇', '股份', '06', '月', '02', '日获', '沪', '股通', '增持', '9.26', '万股']",1,430
2022/6/3,108,"['星宇', '股份', '：', '融资', '净', '偿还', '667.69', '万元', '，', '融资', '余额', '5116.99', '万']",-1,404
2022/6/2,109,['转发'],0,444
2022/6/2,110,"['汽车', '上半场', '是', '锂电', '，', '下半场', '是', '汽车', '电子', '智能化', '：', '星宇', '股份']",0,891
2022/6/2,111,"['业绩', '好于', '预期', '，', '新', '项目', '、', '新', '产品', '拓展', '顺利']",2,4787
2022/6/2,112,"['华金', '证券', '给予', '星宇', '股份', '买入', '评级', ' ', '2022Q1', '业绩']",0,572
2022/6/2,113,"['601799', ':', '北京市', '君合', '律师', '事务所', '关于', '星宇', '股份', '2']",0,486
2022/6/2,114,"['星宇', '股份', '06', '月', '01', '日获', '沪', '股通', '增持', '19.4', '万股']",1,602
2022/6/2,115,"['$', '星宇', '股份', '(', 'SH601799', ')', '$']",0,547
2022/6/2,116,"['星宇', '股份', '6', '月', '2', '日', '盘中', '涨幅', '达', '5%']",1,268
2022/6/2,117,"['星宇', '股份', '6', '月', '2', '日', '快速', '反弹']",6,275
2022/6/2,118,"['星宇', '股份', '：', '连续', '3', '日', '融资', '净', '买入', '累计', '1462.97', '万']",0,282
2022/6/1,119,"['没事', '，', '明天', '早上', '开盘', '还是', '高价', '，']",-2,846
2022/6/1,120,"['明天', '早上', '我要', '跑路', '了', '。']",-1,571
2022/6/1,121,['转发'],0,318
2022/6/1,122,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '明天', '应该', '是', '低开', '低', '走', '了']",-1,581
2022/6/1,123,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '一支', '穿云箭', '，', '大佬', '来', '相']",1,760
2022/6/1,124,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '早上', '给', '了', '吃', '肉', '走', '的', '机会']",1,679
2022/6/1,125,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '早上', '给', '了', '吃', '肉', '走', '的', '机会']",1,371
2022/6/1,126,"['呼叫', '大佬']",1,525
2022/6/1,127,"['星宇', '股份', '6', '月', '1', '日', '快速', '回调']",4,234
2022/6/1,128,"['星宇', '股份', '6', '月', '1', '日', '快速', '上涨']",6,263
2022/6/1,129,"['星宇', '股份', '6', '月', '1', '日', '开盘', '涨幅', '达', '5%']",1,258
2022/6/1,130,"['星宇', '股份', '05', '月', '31', '日获', '沪', '股通', '增持', '8.21', '万股']",1,336
2022/6/1,131,"['星宇', '股份', '：', '融资', '净', '买入', '457.08', '万元', '，', '融资', '余额']",0,297
2022/6/1,132,"['这', '一段时间', '星宇', '股份', '不到', '120', '的', '股价', '就', '不能买']",-1,712
2022/5/31,133,"['常州', '一', '汽车', '灯具厂', '失火', '爆炸', '四人', '失踪', '跟', '公司', '没']",-1,856
2022/5/31,134,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '155', '买', '的', '，', '会', '被套', '吗', '？']",-1,910
2022/5/31,135,['转发'],0,420
2022/5/31,136,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '尾盘', '竞价', '大单', '什么', '情况']",0,525
2022/5/31,137,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '大盘', '都', '红', '了', '，', '你', '倒', '是', '泄']",0,540
2022/5/31,138,['，'],0,563
2022/5/31,139,"['星宇', '股份', '05', '月', '30', '日', '被', '沪', '股通', '减持', '3.12', '万股']",-1,326
2022/5/31,140,"['星宇', '股份', '：', '融资', '净', '买入', '532.36', '万元', '，', '融资', '余额']",0,307
2022/5/30,141,"['星宇', '股份', '5', '月', '24', '日', '打开', '涨停']",1,677
2022/5/30,142,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '星宇', '股份', '是', '上周', '选出', '来']",0,601
2022/5/30,143,"['星宇', '股份', '5', '月', '30', '日', '快速', '反弹']",6,281
2022/5/29,144,"['星宇', '股份', '本周', '融资', '净', '偿还', '887.69', '万元', '，', '居', '汽车']",-1,589
2022/5/29,145,"['星宇', '股份', '本周', '沪', '股通', '持股', '市值', '减少', '4998.82', '万']",-1,573
2022/5/28,146,"['星宇', '股份', '05', '月', '27', '日获', '沪', '股通', '增持', '2.6', '万股']",1,406
2022/5/28,147,"['星宇', '股份', '：', '融资', '净', '偿还', '225.45', '万元', '，', '融资', '余额']",-1,387
2022/5/27,148,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '下跌', '比', '上涨', '的', '阻力', '小太']",-3,597
2022/5/27,149,"['汽车', '上半场', '是', '锂电', '，', '下半场', '是', '汽车', '电子', '智能化']",0,998
2022/5/27,150,"['星宇', '股份', '5', '月', '27', '日', '快速', '回调']",4,337
2022/5/27,151,"['星宇', '股份', '5', '月', '27', '日', '快速', '上涨']",6,319
2022/5/27,152,"['星宇', '股份', '05', '月', '26', '日', '被', '沪', '股通', '减持', '7.4', '万股']",-1,358
2022/5/27,153,"['星宇', '股份', '：', '融资', '净', '买入', '83.68', '万元', '，', '融资', '余额', '4']",0,301
2022/5/26,154,"['星语', '股份']",0,8030
2022/5/26,155,"['说', '了', '进', '一个亿', '给', '你们', '砸', '到', '110', '的', '时候', '，', '有', '的', '散']",0,811
2022/5/26,156,"['星宇', '股份', '5', '月', '26', '日', '盘中', '涨幅', '达', '5%']",1,508
2022/5/26,157,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '卖飞', '了']",0,578
2022/5/26,158,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '小蜜', '说', '国外', '的', '厂子', '2', '季']",0,959
2022/5/26,159,"['增加', '一只', '中线', '标的', '星宇', '股份', '，', '低位', '盘整', '出', '了', '雏']",0,801
2022/5/26,160,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '站稳', '了']",0,568
2022/5/26,161,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '站稳', '了']",0,553
2022/5/26,162,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '外资', '砸盘', '的', '原因', '就是', '国']",-1,877
2022/5/26,163,"['星宇', '股份', '5', '月', '26', '日', '快速', '反弹']",6,308
2022/5/26,164,"['星宇', '股份', '05', '月', '25', '日', '被', '沪', '股通', '减持', '5.41', '万股']",-1,340
2022/5/26,165,"['东方', '证券', '维持', '星宇', '股份', '买入', '评级', '：', '业绩', '好于', '预']",1,539
2022/5/26,166,"['星宇', '股份', '：', '融资', '余额', '环比', '下降', '11.48%', '，', '降幅', '两']",-1,451
2022/5/25,167,"['这', '两天', '有', '买', '星宇', '股票', '，', '快点', '跑', '吧', '。']",0,521
2022/5/25,168,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '像', '这种', '大盘', '没', '成交量', '的']",0,739
2022/5/25,169,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '一分钟', '成交', '一手', '，', '涨个']",0,318
2022/5/25,170,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '机构', '垃圾', '，', '叫', '散户', '接盘']",-1,296
2022/5/25,171,['完蛋'],-5,502
2022/5/25,172,"['星宇', '股份', '5', '月', '25', '日', '快速', '回调']",4,294
2022/5/25,173,"['星宇', '股份', '05', '月', '24', '日', '被', '沪', '股通', '减持', '9.14', '万股']",-1,337
2022/5/25,174,"['星宇', '股份', '：', '融资', '净', '偿还', '109.53', '万元', '，', '融资', '余额', '5042.32', '万']",-1,330
2022/5/24,175,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '观典', '防务', '的', '成功', '转板', '，', '刺激', '新', '老三']",-2,549
2022/5/24,176,"['明天', '低开', '栽人', '了']",-1,524
2022/5/24,177,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '封', '不住', '也', '没事', '，', '明天', '高举高打', '，', '冲']",-2,547
2022/5/24,178,"['我', '朋友', '在', '星宇', '上班']",9,1156
2022/5/24,179,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '明显', '就是', '板上', '出货', '，', '托单', '必跌', '，', '快']",0,382
2022/5/24,180,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '盈利', '4.76', '个点', '加油', '礼拜一', '涨停板']",3,888
2022/5/24,181,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '怎么', '封得', '犹犹豫豫', '的', '呢', '？']",-9,463
2022/5/24,182,"['汽车', '上半场', '是', '锂电', '，', '下半场', '是', '汽车', '电子', '智能化', '：', '星宇', '股份']",0,609
2022/5/24,183,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '发生', '了', '什么']",0,643
2022/5/24,184,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '谁', '知道', '发生', '了', '什么', '…', '…', '突然', '涨停']",1,784
2022/5/24,185,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '发生', '了', '什么']",0,346
2022/5/24,186,"['星宇', '股份', '5', '月', '24', '日', '开盘', '涨停']",1,302
2022/5/24,187,"['星宇', '股份', '5', '月', '24', '日', '快速', '上涨']",6,336
2022/5/24,188,"['星宇', '股份', '5', '月', '24', '日', '开盘', '涨幅', '达', '5%']",1,244
2022/5/24,189,"['星宇', '股份', '05', '月', '23', '日', '被', '沪', '股通', '减持', '16.28', '万股']",-1,300
2022/5/23,190,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '冲上去']",0,539
2022/5/23,191,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '为啥', '一买', '就', '跌', '。', '[', '哭', ']']",-1,731
2022/5/23,192,"['麻利', '点', '拉拉', '吧', '把', '我', '洗出去', '好', '了']",3,541
2022/5/22,193,"['星宇', '股份', '本周', '融资', '净', '买入', '304.55', '万元', '，', '居', '汽车', '零部件', '板块']",0,554
2022/5/22,194,"['星宇', '股份', '本周', '沪', '股通', '持股', '市值', '减少', '1.29', '亿元', '，', '居', '汽车', '零部']",-1,569
2022/5/21,195,"['星宇', '股份', '05', '月', '20', '日获', '沪', '股通', '增持', '9.44', '万股']",1,372
2022/5/21,196,"['星宇', '股份', '：', '连续', '3', '日', '融资', '净', '买入', '累计', '273.38', '万元', '（', '05', '-', '20', '）']",0,352
2022/5/20,197,"['分', '分钟', '拉', '了', '四个', '点', '盈利', '了', '三个', '点']",1,850
2022/5/20,198,"['看好', '你', '哦', '，', '加油', '！', '不到', '160', '不', '抛', '！']",2,506
2022/5/20,199,"['$', '星宇', '股份', '(', 'SH601799', ')', '$', '星宇', '某些', '采购', '已经', '完全', '无视', '公司', '章']",-9,537
2022/5/20,200,"['大佬', '节日快乐', ' ', '反包', '更好', '哦']",2,508
2022/5/20,201,"['大佬', '轻虐', ' ', '过个', '节', '吧']",1,638
2022/5/20,202,"['星宇', '股份', '5', '月', '20', '日', '盘中', '跌幅', '达', '5%']",-1,374
